050000000000502809830706250503620070008007005174985306000461783086000400000809500,452398617617542839839716254593624178268137945174985326925461783786253491341879562
600829517070300004850071639008240160516900740400005903703500090260090050000680271,634829517179356824852471639398247165516938742427165983783512496261794358945683271
001000703070000164300000000000027409752908010009001007047850000000173842080000605,521684793978235164364719528816327459752948316439561287247856931695173842183492675
409708601582136000710405382000007230905300174327910805654870923291063048873209006,439728651582136497716495382148657239965382174327914865654871923291563748873249516
090010020000002050307006009003070500900425103052800000800200090070053400400700205,598317624614982357327546819143679582986425173752831946835264791279153468461798235
000021839293580106081073200800000057400030601706205380000709512904158000170000490,547621839293584176681973245832416957459837621716295384368749512924158763175362498
079000000001730940406900000008273000350400208190065007000301850063504019010007004,579142683281736945436958172648273591357419268192865437724391856863524719915687324
000530406000896027596274003005608740000059208829407000037905860408000070901780054,782531496143896527596274183315628749674359218829417635237945861458163972961782354
000984520804560091590007608001458070078036054420009000059800060000003080780690000,617984523834562791592317648361458279978236154425179836259841367146723985783695412
803001405005940870000050910240086701367019004108407000780093100000004097906005300,893761425615942873472358916249586731367219584158437269784693152531824697926175348
050187000300000006000500470005001864041900000230870051507002300020345607000098120,654187293378429516912563478795231864841956732236874951587612349129345687463798125
000625000590008000680070100850007400704800209200001780120000870960504020000700506,471625938592138647683479152859267413714853269236941785125396874967584321348712596
602035090300980050905000300009040000004050809008190703807409005293018406406072910,682735194371984652945621387769843521134257869528196743817469235293518476456372918
680002931050061247102937658016090000090000500730084109060003015020458700004600300,687542931953861247142937658216395874498176523735284169869723415321458796574619382
000601054905370001006000037732000400850007009000000000000800503000790010589003040,378621954925374681146958237732189465851467329694532178217846593463795812589213746
700000000165820009003000060602917035908030010300086792500340920200751043030260580,724693158165824379893175264642917835978532416351486792516348927289751643437269581
926080401518042093703519200374265810659108002000034605030096107102857934497321560,926783451518642793743519286374265819659178342281934675835496127162857934497321568
120780564470050012350214800230007080004138025507462001002045690805671040640829107,129783564478956312356214879231597486964138725587462931712345698895671243643829157
705489300300000870800730406203900000500040093089070000937050010650217038020090547,765489321341526879892731456213965784576148293489372165937854612654217938128693547
700060002009130006168700904017040200054023197000000000000004000000000680306205049,735469812429138576168752934817946253654823197293571468971684325542397681386215749
093700102020005007078090450014003000732000604056001238307000541000508306060340029,593784162421635987678192453814263795732859614956471238387926541249518376165347829
903028571802705639010060000000801362080539007300006008190600040600197080005000000,963428571842715639517963824459871362286539417371246958198652743634197285725384196
060405087513800620000060305000013070800009503375280019400070800036058040087020000,962435187513897624748162395694513278821749563375286419459671832236958741187324956
785004060100060547463510009609480072000900603517632094946328710250746930078050406,785294361192863547463517289639485172824971653517632894946328715251746938378159426
000914600845300907090807240084509020300761409109402070018203704003000000070108502,237914658845326917691857243784539126352761489169482375518293764423675891976148532
000030040000604003000009012520043001900050078300968005614087009050090800839026107,187235946295614783463879512528743691946152378371968425614587239752391864839426157
020059006900407800763001000500648107000020004406190502187904060040010070605070040,824359716951467823763281459592648137318725694476193582187934265249516378635872941
940005070500100080860370000039001050006008000408750600300917000000500010005060208,943825176527196384861374529239641857756238941418759632382917465694582713175463298
809700020351209080620000901504907010198003006702608400270106509910000032005090160,849751623351269784627834951564927318198543276732618495273186549916475832485392167
308200160497008053012405870005820746084700030700300980070010008240000607860907005,358279164497168253612435879935821746184796532726354981573612498249583617861947325
002006510100890000500002000000603025321758964806200001700060083013007400080020009,932476518167895342548132697479613825321758964856249731794561283213987456685324179
493216070000048003068003000270050000080132706346879050010320094009000008030000000,493216875152748963768593412271654389985132746346879251817325694529467138634981527
784001006005700001206009700000800600500003007009000004697015048403600002820000960,784321596935786421216549783172854639548963217369172854697215348453698172821437965
014780005800129360000560070507900012169052703320010409000040036096001520050006040,614783295875129364932564871547938612169452783328617459781245936496371528253896147
006005007792006015008907030005074192400000783003089560804703200900040308007050049,346815927792436815518927436685374192429561783173289564864793251951642378237158649
500160000060240385894005216300002054089576020105300760207000048640000500050427000,532168497761249385894735216376912854489576123125384769217653948643891572958427631
901023807704100030630000000810902006203604718400800902049206000106509000000010000,951423867724168539638795421815972346293654718467831952349286175176549283582317694
056184270940723650207560004584600392001000460629040010800912740170406980495830006,356184279948723651217569834584671392731295468629348517863912745172456983495837126
073000169000009028269870300004000296006180400032406800015028904900013000308004601,873245169451369728269871345184537296796182453532496817615728934947613582328954671
603507184070320056890610000209000005750236490006050710547000620068172540910005007,623597184174328956895614273289741365751236498436859712547983621368172549912465837
240017890853602047700480602002034070000906000305708000020003980030070051598200703,246317895853692147719485632982134576471956328365728419127563984634879251598241763
085030060004769538900805074070950200830210050502070819390540081210086095408097026,785431962124769538963825174671958243839214657542673819396542781217386495458197326
900043150205810030031050000409608003003500080500004970100205300802379600300061800,986743152245816739731952468479628513613597284528134976164285397852379641397461825
004900020000620517706508039000760080600035741007409000402000003300800100870340290,154973628938624517726518439543761982689235741217489356492157863365892174871346295
045800396002000847078409005001700068709010024060020073403090601006000030800600050,145872396692153847378469215231745968789316524564928173453297681916584732827631459
653090400200800000980004000168400390045000070709038010401000030070080049000500701,653291487214867953987354126168475392345912678729638514491726835576183249832549761
050006002040002031001080005407020100309500006060491007035900078600200910100800503,853146792946752831721389465487623159319578246562491387235914678678235914194867523
129387504000902173004156289061098420002001890978020601605813742800075910217000000,129387564586942173734156289361798425452631897978524631695813742843275916217469358
170005908040000031900006027760030002001004000029560000410652079005087000000010000,176325948542798631938146527764839152851274396329561784413652879695487213287913465
006903070083402900290785063000307205050040180924000007005628090402000308000104000,546913872783462951291785463618397245357246189924851637135628794462579318879134526
100243086030081742040007305210000003070090600408630000020300857760028009300000200,157243986639581742842967315216875493573194628498632571924316857765428139381759264
900085020100020038020900475430051007201009500500372804095130000000590080004267000,943785621157426938826913475438651297271849563569372814695138742712594386384267159
307615249061029735002304106003201970874906000009040000748150690126493007005068420,387615249461829735592374186653281974874936512219547368748152693126493857935768421
400090170019000030605200908000100700007380200248570061702604003060708420004003607,423895176819467532675231948936142785157386294248579361792614853361758429584923617
006000005300000407095000380109305070640097050578026000000608041200003000800270509,716834925382569417495712386129385674643197852578426193937658241251943768864271539
003700091000860200020510746900008100000396500086450930200005000000020000508600020,653742891471869253829513746935278164142396578786451932264985317397124685518637429
000089127000512000030060859008093002010000040060840370003620704001004000900050603,456389127897512436132467859748193562315276948269845371583621794671934285924758613
