Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Mazatlan,MX",04/08/2013 00:00:00,71.9,71.9,71.9,66.8,84.17,,2.2,,150.0,,0.0,,,6.2,0.0,1012.0,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 01:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 02:00:00,58.9,58.9,58.9,49.9,72.03,,9.2,,10.0,,0.0,,,9.9,0.0,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 03:00:00,68.6,68.6,68.6,65.0,88.3,,2.2,,100.0,,0.0,,,6.2,0.0,1011.5,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 04:00:00,57.3,57.3,57.3,48.3,71.86,,9.2,,10.0,,0.0,,,9.9,0.0,1010.8,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 05:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 06:00:00,66.5,66.5,66.5,62.0,85.45,,4.5,,40.0,,0.0,,,6.2,0.0,1012.3,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 07:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 08:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 09:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 10:00:00,73.5,73.5,73.5,60.9,64.73,,10.3,,150.0,,0.0,,,14.9,0.0,1012.5,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 11:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 12:00:00,80.3,80.3,80.3,66.5,62.74,82.5,8.9,,160.0,,0.0,,,12.4,0.0,1012.4,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 13:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 14:00:00,82.5,82.5,82.5,59.1,45.12,82.6,15.0,,210.0,,0.0,,,14.9,0.0,1010.5,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 15:00:00,82.1,82.1,82.1,66.8,59.91,84.6,11.2,,240.0,,0.0,,,12.4,0.0,1011.2,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 16:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 17:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 18:00:00,77.6,77.6,77.6,64.7,64.4,,6.7,,250.0,,0.0,,,12.4,0.0,1009.6,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 19:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 20:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Mazatlan,MX",04/08/2013 21:00:00,73.7,73.7,73.7,63.8,71.22,,2.2,,240.0,,0.0,,,6.2,0.0,1010.2,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,Clear
"Mazatlan,MX",04/08/2013 22:00:00,,,,,,,,,,,0.0,,,,,,,23.2,-106.422,"Mazatlán, SIN, México","Mazatlán, SIN, México",,
"Torreon,MX",04/08/2013 01:00:00,76.4,76.4,76.4,47.6,36.16,,4.5,,230.0,,0.0,,,6.2,0.0,1001.8,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,Clear
"Torreon,MX",04/08/2013 02:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 03:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 04:00:00,77.1,77.1,77.1,42.5,29.15,,4.5,,200.0,,0.0,,,6.2,0.0,1001.7,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,Clear
"Torreon,MX",04/08/2013 05:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 06:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 07:00:00,,,,,29.15,,11.2,,200.0,,0.0,,,6.2,0.0,1003.4,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 08:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 09:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 10:00:00,,,,,29.15,,6.7,,180.0,,0.0,,,18.6,0.0,1006.4,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 11:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 12:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 13:00:00,,,,,29.15,,6.7,,230.0,,0.0,,,18.6,0.0,1004.8,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 14:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 15:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 16:00:00,,,,,29.15,,8.9,,200.0,,0.0,,,18.6,0.0,998.7,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 17:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 18:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 19:00:00,,,,,29.15,,8.9,,250.0,,0.0,,,18.6,0.0,994.7,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 20:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 21:00:00,,,,,,,,,,,0.0,,,,,,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,
"Torreon,MX",04/08/2013 22:00:00,84.1,84.1,84.1,4.9,4.79,81.3,11.2,,219.0,,0.0,,,9.8,0.0,997.1,,25.5394,-103.453,"Torreón, COAH, México","Torreón, COAH, México",,Clear
"San Antonio,TX,US",04/08/2013 00:00:00,68.4,68.4,68.4,61.4,78.47,,11.8,21.9,148.0,,0.0,,,9.9,100.0,1009.4,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 01:00:00,68.0,68.0,68.0,62.2,81.72,,13.7,21.9,148.0,,0.0,,,9.9,100.0,1009.3,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 02:00:00,68.1,68.1,68.1,62.4,82.08,,10.1,,144.0,,0.0,,,9.9,100.0,1008.8,Light Drizzle,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 03:00:00,68.1,68.1,68.1,62.6,82.68,,7.1,,135.0,,0.0,,,9.6,100.0,1008.0,Light Drizzle,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 04:00:00,68.0,68.0,68.0,63.2,84.63,,9.0,,132.0,,0.0,,,9.9,100.0,1006.8,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 05:00:00,68.0,68.0,68.0,63.3,84.84,,12.0,,138.0,,0.0,,,9.5,100.0,1006.2,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 06:00:00,68.0,68.0,68.0,63.8,86.46,,10.1,,143.0,,0.0,,,8.6,100.0,1006.2,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 07:00:00,67.1,67.1,67.1,64.3,90.74,,7.9,,121.0,,0.0,,,8.8,100.0,1006.7,Light Drizzle,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 08:00:00,67.9,67.9,67.9,64.5,88.9,,7.7,,140.0,,0.0,,,6.8,100.0,1007.0,"Mist, Light Drizzle",29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 09:00:00,68.0,68.0,68.0,65.4,91.18,,8.5,,140.0,,0.0,,,6.0,100.0,1007.4,"Mist, Light Drizzle",29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 10:00:00,68.9,68.9,68.9,66.3,91.46,,11.3,,150.0,,0.0,,,7.0,100.0,1007.6,"Mist, Light Drizzle",29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 11:00:00,70.8,70.8,70.8,66.0,84.79,,13.0,,147.0,,0.0,,,6.8,100.0,1007.6,Smoke Or Haze,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 12:00:00,71.8,71.8,71.8,66.0,81.95,,15.5,21.9,150.0,,0.0,,,8.5,100.0,1007.4,Smoke Or Haze,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 13:00:00,72.7,72.7,72.7,66.0,79.66,,16.7,23.0,166.0,,0.0,,,8.5,100.0,1006.9,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 14:00:00,73.5,73.5,73.5,66.1,77.73,,14.1,,159.0,,0.0,,,8.8,100.0,1006.0,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 15:00:00,74.6,74.6,74.6,66.0,74.71,,12.4,,162.0,,0.0,,,8.6,100.0,1005.0,Smoke Or Haze,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 16:00:00,75.3,75.3,75.3,66.0,72.92,,10.1,,167.0,,0.0,,,8.4,100.0,1004.2,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 17:00:00,76.6,76.6,76.6,66.1,70.09,,8.2,16.1,144.0,,0.0,,,8.4,100.0,1004.0,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 18:00:00,77.6,77.6,77.6,66.4,68.43,,11.6,,127.0,,0.0,,,8.4,95.6,1003.7,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 19:00:00,76.6,76.6,76.6,66.1,69.95,,15.3,,112.0,,0.0,,,9.0,95.6,1003.3,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
"San Antonio,TX,US",04/08/2013 20:00:00,74.0,74.0,74.0,65.9,75.9,,15.9,26.3,115.0,,0.0,,,9.4,100.0,1003.3,,29.4246,-98.4946,"San Antonio, TX, United States","San Antonio, TX, United States",,Overcast
