Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/1982,19.1,42.9,32.6,24.5,72.37,,25.0,,226.63,8.2,0.11,8.33,6.69,22.6,87.1,1002.2,"Snow Showers, Blowing Or Drifting Snow, Light Snow, Precipitation In Vicinity, Fog, Light Rain, Sky Coverage Decreasing, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-01T07:51:56-07:00,1982-01-01T17:10:38-07:00,0.22,"Rain, Overcast"
"Salt Lake City, UT, US",01/02/1982,19.9,26.4,23.3,16.2,73.87,,18.3,,139.33,6.9,0.06,25.0,8.66,10.0,82.2,1005.0,"Snow Showers, Blowing Or Drifting Snow, Heavy Snow, Light Snow, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-02T07:52:01-07:00,1982-01-02T17:11:30-07:00,0.25,"Rain, Overcast"
"Salt Lake City, UT, US",01/03/1982,10.5,29.0,23.7,12.4,62.46,,22.8,,199.29,-2.1,0.09,8.33,9.84,30.5,88.0,1018.7,"Snow And Rain Showers, Snow Showers, Light Snow, Precipitation In Vicinity",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-03T07:52:05-07:00,1982-01-03T17:12:22-07:00,0.29,"Rain, Overcast"
"Salt Lake City, UT, US",01/04/1982,28.1,37.9,32.9,21.3,62.61,,39.7,,175.88,14.2,0.0,8.33,9.84,20.2,97.5,1011.6,"Blowing Or Drifting Snow, Snow Showers, Light Snow, Precipitation In Vicinity, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-04T07:52:06-07:00,1982-01-04T17:13:17-07:00,0.33,Overcast
"Salt Lake City, UT, US",01/05/1982,21.7,38.6,33.7,25.8,73.0,,30.8,,218.58,10.1,0.15,41.67,16.93,10.7,100.0,1005.0,"Snow Showers, Blowing Or Drifting Snow, Heavy Snow, Light Snow, Precipitation In Vicinity, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-05T07:52:05-07:00,1982-01-05T17:14:12-07:00,0.36,"Rain, Overcast"
"Salt Lake City, UT, US",01/06/1982,5.1,22.7,13.5,4.0,65.8,,16.8,,259.63,-5.3,0.0,0.0,2.36,22.8,49.9,1025.0,"Precipitation In Vicinity, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-06T07:52:01-07:00,1982-01-06T17:15:09-07:00,0.39,Partially cloudy
"Salt Lake City, UT, US",01/07/1982,2.0,19.5,8.2,-2.7,60.96,,12.8,,163.42,-13.6,0.0,0.0,2.33,14.6,13.3,1042.8,"Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-07T07:51:55-07:00,1982-01-07T17:16:08-07:00,0.43,Clear
"Salt Lake City, UT, US",01/08/1982,5.0,23.7,12.6,1.3,60.32,,13.9,,138.54,-7.6,0.0,0.0,2.33,5.7,77.6,1045.4,Smoke Or Haze,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-08T07:51:48-07:00,1982-01-08T17:17:07-07:00,0.46,Overcast
"Salt Lake City, UT, US",01/09/1982,8.9,27.7,16.0,6.6,66.99,,10.3,,165.39,-3.6,0.0,0.0,1.92,3.2,47.4,1038.9,"Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-09T07:51:37-07:00,1982-01-09T17:18:08-07:00,0.5,Partially cloudy
"Salt Lake City, UT, US",01/10/1982,10.2,29.6,18.6,11.1,73.2,,7.0,,176.79,2.4,0.0,0.0,1.92,2.0,40.7,1029.8,Smoke Or Haze,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-10T07:51:25-07:00,1982-01-10T17:19:10-07:00,0.53,Partially cloudy
"Salt Lake City, UT, US",01/11/1982,14.1,27.9,19.5,14.1,79.47,,9.9,,203.61,3.9,0.0,0.0,1.88,1.3,68.7,1019.6,"Snow Showers, Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-11T07:51:10-07:00,1982-01-11T17:20:14-07:00,0.56,Partially cloudy
"Salt Lake City, UT, US",01/12/1982,23.1,30.6,26.0,20.6,79.68,,7.7,,223.7,14.9,0.04,16.67,2.27,2.1,99.5,1020.5,"Snow Showers, Light Snow, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-12T07:50:53-07:00,1982-01-12T17:21:18-07:00,0.6,"Rain, Overcast"
"Salt Lake City, UT, US",01/13/1982,26.7,39.3,31.4,23.6,73.91,,14.6,,150.33,18.6,0.03,16.67,12.99,11.1,92.8,1027.8,"Light Snow, Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-13T07:50:34-07:00,1982-01-13T17:22:23-07:00,0.63,"Rain, Overcast"
"Salt Lake City, UT, US",01/14/1982,25.9,39.5,32.6,22.3,65.99,,14.7,,162.54,15.4,0.0,0.0,1.41,20.5,77.0,1023.1,Sky Coverage Increasing,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-14T07:50:12-07:00,1982-01-14T17:23:29-07:00,0.66,Overcast
"Salt Lake City, UT, US",01/15/1982,32.1,43.5,36.3,23.1,59.35,,12.5,,175.17,25.0,0.0,0.0,1.41,32.5,88.9,1020.2,Sky Coverage Increasing,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-15T07:49:49-07:00,1982-01-15T17:24:36-07:00,0.69,Overcast
"Salt Lake City, UT, US",01/16/1982,33.9,43.0,38.1,24.6,58.4,,22.8,,151.75,25.4,0.0,0.0,0.64,29.0,100.0,1020.8,"Precipitation In Vicinity, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-16T07:49:23-07:00,1982-01-16T17:25:44-07:00,0.75,Overcast
"Salt Lake City, UT, US",01/17/1982,38.2,53.6,44.4,25.3,47.24,,22.8,,153.88,31.9,0.0,0.0,7.87,35.1,90.6,1010.0,"Precipitation In Vicinity, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-17T07:48:55-07:00,1982-01-17T17:26:53-07:00,0.76,Overcast
"Salt Lake City, UT, US",01/18/1982,34.1,40.8,36.4,29.4,75.59,,12.4,,205.17,27.8,0.0,4.17,6.69,23.0,98.2,1007.5,"Snow Showers, Light Snow, Precipitation In Vicinity, Fog, Sky Coverage Increasing",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-18T07:48:25-07:00,1982-01-18T17:28:02-07:00,0.79,Overcast
"Salt Lake City, UT, US",01/19/1982,25.3,41.9,32.1,27.1,82.26,,11.1,,200.17,18.3,0.0,0.0,0.62,8.9,68.0,1009.7,"Snow Showers, Light Snow, Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1982-01-19T07:47:53-07:00,1982-01-19T17:29:12-07:00,0.82,Partially cloudy
