Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2019,7.2,21.6,14.9,3.3,60.11,,8.4,40.3,212.71,-0.9,0.0,0.0,1.34,9.9,31.7,1027.2,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-01T07:51:49-07:00,2019-01-01T17:10:36-07:00,0.85,Partially cloudy
"Salt Lake City, UT, US",01/02/2019,9.8,23.8,16.4,7.2,67.32,,9.1,25.3,171.58,-1.8,0.0,0.0,1.04,9.9,26.5,1031.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-02T07:51:55-07:00,2019-01-02T17:11:27-07:00,0.89,Partially cloudy
"Salt Lake City, UT, US",01/03/2019,13.8,28.0,19.1,10.7,69.99,,9.1,,197.17,3.3,0.0,0.0,0.85,9.9,9.8,1031.0,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-03T07:51:58-07:00,2019-01-03T17:12:19-07:00,0.92,Clear
"Salt Lake City, UT, US",01/04/2019,15.9,28.8,21.3,15.2,77.38,,8.1,,176.88,5.5,0.0,0.0,0.35,8.7,29.4,1024.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-04T07:51:59-07:00,2019-01-04T17:13:14-07:00,0.96,Partially cloudy
"Salt Lake City, UT, US",01/05/2019,15.3,27.9,22.3,18.9,86.69,,8.1,,155.71,7.0,0.0,0.0,0.18,3.7,51.1,1018.3,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-05T07:51:58-07:00,2019-01-05T17:14:09-07:00,0.0,Partially cloudy
"Salt Lake City, UT, US",01/06/2019,29.4,36.7,33.9,29.9,85.08,,15.0,,169.33,23.1,0.23,54.17,0.23,7.6,67.9,1010.7,"Heavy Snow, Mist, Light Snow, Rain, Fog, Light Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-06T07:51:55-07:00,2019-01-06T17:15:06-07:00,0.02,"Rain, Partially cloudy"
"Salt Lake City, UT, US",01/07/2019,32.9,39.6,35.2,30.7,83.95,,21.1,33.4,172.08,22.4,0.07,33.33,0.92,8.6,70.5,1017.4,"Blowing Or Drifting Snow, Ice, Light Snow, Mist, Light Drizzle, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-07T07:51:49-07:00,2019-01-07T17:16:05-07:00,0.06,"Rain, Partially cloudy"
"Salt Lake City, UT, US",01/08/2019,28.0,38.6,32.1,28.3,86.02,,7.6,,172.96,24.5,0.0,0.0,0.46,8.4,56.6,1028.7,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-08T07:51:41-07:00,2019-01-08T17:17:05-07:00,0.09,Partially cloudy
"Salt Lake City, UT, US",01/09/2019,28.9,39.4,33.0,27.5,80.29,,8.2,25.3,214.63,21.7,0.0,0.0,0.17,9.9,45.6,1023.0,Mist,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-09T07:51:31-07:00,2019-01-09T17:18:05-07:00,0.12,Partially cloudy
"Salt Lake City, UT, US",01/10/2019,27.2,38.0,31.9,28.8,88.22,,8.0,,221.21,19.4,0.0,4.17,0.13,6.2,66.0,1022.9,"Mist, Fog, Light Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2019-01-10T07:51:18-07:00,2019-01-10T17:19:08-07:00,0.16,Partially cloudy
