Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2006,34.1,44.8,40.6,26.6,58.77,,16.9,,204.71,26.8,0.06,16.67,0.36,9.9,84.0,1010.4,"Light Snow, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-01T07:51:53-07:00,2006-01-01T17:10:43-07:00,0.06,"Rain, Overcast"
"Salt Lake City, UT, US",01/02/2006,37.9,50.9,44.3,33.1,66.1,,28.4,39.1,162.58,28.5,0.01,54.17,0.39,9.7,99.4,1007.2,"Snow And Rain Showers, Light Snow, Mist, Rain, Rain Showers, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-02T07:51:58-07:00,2006-01-02T17:11:35-07:00,0.09,"Rain, Overcast"
"Salt Lake City, UT, US",01/03/2006,37.0,46.9,41.7,31.1,67.01,,28.3,40.1,198.52,28.3,0.1,29.17,0.4,9.5,83.5,1017.6,"Mist, Light Snow, Precipitation In Vicinity, Rain Showers, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-03T07:52:01-07:00,2006-01-03T17:12:28-07:00,0.13,"Rain, Overcast"
"Salt Lake City, UT, US",01/04/2006,32.0,46.0,39.1,30.9,73.22,,12.1,,220.17,29.6,0.0,8.33,0.4,9.5,81.6,1031.4,"Rain Showers, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-04T07:52:02-07:00,2006-01-04T17:13:22-07:00,0.16,Overcast
"Salt Lake City, UT, US",01/05/2006,28.0,46.9,35.0,23.3,64.44,,11.3,,152.88,20.3,0.0,0.0,0.39,9.9,41.0,1037.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-05T07:52:00-07:00,2006-01-05T17:14:18-07:00,0.2,Partially cloudy
"Salt Lake City, UT, US",01/06/2006,26.0,44.8,33.9,26.7,76.08,,8.2,,222.5,19.4,0.0,0.0,0.38,9.9,65.7,1027.8,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-06T07:51:57-07:00,2006-01-06T17:15:16-07:00,0.25,Partially cloudy
"Salt Lake City, UT, US",01/07/2006,26.4,43.7,34.8,29.1,80.6,,14.5,,215.13,19.6,0.0,12.5,0.44,9.5,86.3,1013.0,"Mist, Rain Showers, Light Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-07T07:51:50-07:00,2006-01-07T17:16:14-07:00,0.27,Overcast
"Salt Lake City, UT, US",01/08/2006,29.8,38.8,34.5,23.9,66.69,,15.7,30.0,232.65,25.4,0.02,8.33,0.49,9.9,90.5,1021.6,"Light Snow, Precipitation In Vicinity, Rain Showers, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-08T07:51:42-07:00,2006-01-08T17:17:14-07:00,0.3,"Rain, Overcast"
"Salt Lake City, UT, US",01/09/2006,21.7,37.9,28.4,19.5,70.37,,14.4,,150.83,11.5,0.0,4.17,0.46,9.9,36.9,1030.4,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-09T07:51:31-07:00,2006-01-09T17:18:15-07:00,0.34,Partially cloudy
"Salt Lake City, UT, US",01/10/2006,23.1,42.1,31.8,20.6,64.72,,15.7,,175.21,13.9,0.0,0.0,0.42,9.9,63.6,1022.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-10T07:51:19-07:00,2006-01-10T17:19:18-07:00,0.37,Partially cloudy
"Salt Lake City, UT, US",01/11/2006,29.3,52.3,39.8,23.9,59.5,,21.4,35.6,160.46,20.3,0.16,20.83,0.43,9.0,95.1,1013.7,"Snow Showers, Mist, Light Snow, Precipitation In Vicinity, Rain, Rain Showers, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-11T07:51:03-07:00,2006-01-11T17:20:21-07:00,0.41,"Rain, Overcast"
"Salt Lake City, UT, US",01/12/2006,26.0,37.8,31.9,21.9,67.92,,12.3,,190.92,18.7,0.0,0.0,0.42,9.9,51.5,1022.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-12T07:50:46-07:00,2006-01-12T17:21:25-07:00,0.44,Partially cloudy
"Salt Lake City, UT, US",01/13/2006,25.8,47.6,34.5,21.2,60.22,,14.4,33.3,181.5,17.5,0.0,0.0,0.41,9.9,31.9,1023.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-13T07:50:26-07:00,2006-01-13T17:22:31-07:00,0.48,Partially cloudy
"Salt Lake City, UT, US",01/14/2006,35.8,57.6,46.6,21.1,37.56,,24.6,34.4,139.38,28.0,0.0,0.0,0.6,9.9,87.3,1010.2,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-14T07:50:05-07:00,2006-01-14T17:23:37-07:00,0.5,Overcast
"Salt Lake City, UT, US",01/15/2006,25.9,37.2,32.2,28.1,84.96,,19.4,30.0,207.33,18.5,0.17,33.33,2.48,7.1,96.2,1012.0,"Snow Showers, Light Snow, Mist, Fog, Light Rain, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-15T07:49:41-07:00,2006-01-15T17:24:44-07:00,0.55,"Rain, Overcast"
"Salt Lake City, UT, US",01/16/2006,19.1,32.0,24.8,16.8,72.21,,10.0,,203.63,11.1,0.0,4.17,2.04,9.8,66.5,1025.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-16T07:49:15-07:00,2006-01-16T17:25:52-07:00,0.58,Partially cloudy
"Salt Lake City, UT, US",01/17/2006,24.0,38.6,32.4,20.8,62.71,,17.4,,149.75,15.1,0.0,0.0,0.64,9.8,97.2,1024.4,"Snow Showers, Mist, Light Snow, Precipitation In Vicinity",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2006-01-17T07:48:46-07:00,2006-01-17T17:27:01-07:00,0.61,Overcast
