Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2003,29.0,41.1,34.0,29.1,82.64,,10.3,,224.12,19.9,0.0,0.0,0.25,9.9,81.3,1025.6,Light Snow,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-01T07:51:52-07:00,2003-01-01T17:10:31-07:00,0.96,Overcast
"Salt Lake City, UT, US",01/02/2003,26.0,43.1,33.3,25.9,75.66,,12.8,,194.55,16.7,0.0,0.0,0.18,9.9,58.3,1029.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-02T07:51:58-07:00,2003-01-02T17:11:22-07:00,0.0,Partially cloudy
"Salt Lake City, UT, US",01/03/2003,32.1,48.8,38.0,31.2,77.6,,12.8,,218.75,26.5,0.0,0.0,0.13,9.9,80.8,1027.7,"Light Snow, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-03T07:52:01-07:00,2003-01-03T17:12:14-07:00,0.03,Overcast
"Salt Lake City, UT, US",01/04/2003,26.9,43.1,34.4,30.9,87.51,,9.2,,206.67,20.3,0.0,0.0,0.07,9.9,70.0,1025.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-04T07:52:03-07:00,2003-01-04T17:13:08-07:00,0.06,Partially cloudy
"Salt Lake City, UT, US",01/05/2003,29.0,43.1,35.3,31.7,87.11,,15.0,,249.13,23.0,0.02,4.17,0.05,7.2,86.3,1025.2,"Mist, Fog, Light Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-05T07:52:02-07:00,2003-01-05T17:14:04-07:00,0.09,"Rain, Overcast"
"Salt Lake City, UT, US",01/06/2003,28.1,44.0,35.1,29.0,79.46,,12.8,,242.35,22.8,0.0,0.0,0.05,9.7,7.5,1032.8,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-06T07:51:59-07:00,2003-01-06T17:15:01-07:00,0.13,Clear
"Salt Lake City, UT, US",01/07/2003,25.1,43.1,32.1,27.6,84.58,,8.1,,203.53,17.2,0.0,0.0,0.05,8.8,5.0,1032.6,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-07T07:51:53-07:00,2003-01-07T17:15:59-07:00,0.16,Clear
"Salt Lake City, UT, US",01/08/2003,21.8,39.8,27.9,26.1,93.61,,10.3,,226.47,18.3,0.0,0.0,0.0,4.5,17.4,1023.3,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-08T07:51:45-07:00,2003-01-08T17:16:59-07:00,0.19,Clear
"Salt Lake City, UT, US",01/09/2003,19.1,37.1,27.5,24.9,90.53,,9.2,,281.0,14.2,0.0,0.0,0.0,2.6,62.6,1018.6,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-09T07:51:35-07:00,2003-01-09T17:17:59-07:00,0.22,Partially cloudy
"Salt Lake City, UT, US",01/10/2003,32.1,38.9,34.5,33.5,96.26,,6.9,,256.43,26.5,0.06,12.5,0.0,1.7,99.5,1018.8,"Mist, Light Snow, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-10T07:51:23-07:00,2003-01-10T17:19:01-07:00,0.25,"Rain, Overcast"
"Salt Lake City, UT, US",01/11/2003,30.8,39.8,34.4,33.4,96.06,,8.1,,234.44,24.9,0.0,0.0,0.0,2.3,98.8,1022.3,"Mist, Fog, Light Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-11T07:51:09-07:00,2003-01-11T17:20:05-07:00,0.29,Overcast
"Salt Lake City, UT, US",01/12/2003,30.8,46.1,37.7,32.2,81.9,,17.2,,169.57,24.1,0.0,0.0,0.0,8.7,80.4,1027.0,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-12T07:50:52-07:00,2003-01-12T17:21:09-07:00,0.32,Overcast
"Salt Lake City, UT, US",01/13/2003,29.9,50.1,38.5,31.4,78.11,,12.8,,231.58,26.5,0.0,0.0,0.0,9.5,72.1,1027.8,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-13T07:50:33-07:00,2003-01-13T17:22:14-07:00,0.35,Partially cloudy
"Salt Lake City, UT, US",01/14/2003,30.8,51.2,38.2,31.3,78.4,,11.6,,216.32,23.7,0.0,0.0,0.0,8.9,83.8,1022.7,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-14T07:50:12-07:00,2003-01-14T17:23:20-07:00,0.38,Overcast
"Salt Lake City, UT, US",01/15/2003,30.8,44.9,37.1,28.6,73.07,,15.0,,240.0,24.9,0.0,0.0,0.0,9.0,71.7,1027.0,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-15T07:49:48-07:00,2003-01-15T17:24:27-07:00,0.41,Partially cloudy
"Salt Lake City, UT, US",01/16/2003,25.1,46.1,33.7,22.5,65.86,,9.2,,185.0,16.4,0.0,0.0,0.0,9.9,80.0,1032.6,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-16T07:49:23-07:00,2003-01-16T17:25:35-07:00,0.45,Overcast
"Salt Lake City, UT, US",01/17/2003,26.0,42.2,33.4,25.3,74.38,,8.1,,227.37,18.3,0.0,0.0,0.0,9.8,70.8,1030.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-17T07:48:55-07:00,2003-01-17T17:26:43-07:00,0.48,Partially cloudy
"Salt Lake City, UT, US",01/18/2003,24.2,44.0,32.5,23.5,71.09,,10.3,,207.14,15.3,0.0,0.0,0.0,9.9,45.0,1028.2,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-18T07:48:25-07:00,2003-01-18T17:27:53-07:00,0.5,Partially cloudy
"Salt Lake City, UT, US",01/19/2003,24.2,48.8,33.9,24.6,71.07,,11.6,,182.27,16.1,0.0,0.0,0.0,9.9,33.3,1026.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-19T07:47:53-07:00,2003-01-19T17:29:03-07:00,0.55,Partially cloudy
"Salt Lake City, UT, US",01/20/2003,25.1,48.8,35.4,26.3,71.08,,9.2,,187.86,18.6,0.0,0.0,0.0,9.6,5.2,1020.8,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-20T07:47:19-07:00,2003-01-20T17:30:13-07:00,0.58,Clear
"Salt Lake City, UT, US",01/21/2003,28.1,55.1,37.7,28.5,71.87,,11.6,,193.13,19.2,0.0,0.0,0.0,8.9,59.2,1019.4,"Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-21T07:46:43-07:00,2003-01-21T17:31:24-07:00,0.62,Partially cloudy
"Salt Lake City, UT, US",01/22/2003,29.9,51.2,41.4,28.7,62.96,,10.3,,145.79,23.9,0.0,0.0,0.0,9.9,77.5,1024.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-22T07:46:05-07:00,2003-01-22T17:32:36-07:00,0.66,Overcast
"Salt Lake City, UT, US",01/23/2003,37.1,55.1,45.5,33.2,63.73,,13.9,,201.74,31.7,0.0,0.0,0.0,9.9,90.0,1024.9,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-23T07:45:24-07:00,2003-01-23T17:33:48-07:00,0.69,Overcast
"Salt Lake City, UT, US",01/24/2003,34.1,46.1,40.4,36.4,85.85,,8.1,,239.33,30.2,0.0,0.0,0.0,9.6,95.0,1024.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-24T07:44:42-07:00,2003-01-24T17:35:01-07:00,0.73,Overcast
"Salt Lake City, UT, US",01/25/2003,34.1,47.9,40.7,35.1,81.15,,8.1,,208.42,27.3,0.0,0.0,0.0,9.9,86.3,1026.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-25T07:43:58-07:00,2003-01-25T17:36:14-07:00,0.75,Overcast
"Salt Lake City, UT, US",01/26/2003,33.2,55.1,44.0,32.5,65.95,,15.0,,147.5,26.2,0.0,0.0,0.0,9.9,72.5,1028.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-26T07:43:12-07:00,2003-01-26T17:37:27-07:00,0.8,Partially cloudy
"Salt Lake City, UT, US",01/27/2003,38.0,52.1,45.4,35.0,68.8,,15.0,,163.91,31.1,0.07,16.67,0.0,9.7,85.0,1019.7,"Rain, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-27T07:42:24-07:00,2003-01-27T17:38:41-07:00,0.83,"Rain, Overcast"
"Salt Lake City, UT, US",01/28/2003,33.2,47.0,41.8,36.3,81.61,,10.3,,268.95,25.6,0.49,33.33,0.0,8.7,82.6,1021.6,"Mist, Rain, Fog, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-28T07:41:34-07:00,2003-01-28T17:39:55-07:00,0.87,"Rain, Overcast"
"Salt Lake City, UT, US",01/29/2003,29.0,51.2,39.4,30.3,71.66,,9.2,,149.05,22.0,0.0,0.0,0.0,9.8,58.8,1025.6,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-29T07:40:42-07:00,2003-01-29T17:41:09-07:00,0.91,Partially cloudy
"Salt Lake City, UT, US",01/30/2003,35.9,55.1,45.4,33.0,62.82,,12.8,,139.52,28.4,0.0,0.0,0.0,9.9,94.2,1024.0,Light Rain,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2003-01-30T07:39:48-07:00,2003-01-30T17:42:23-07:00,0.94,Overcast
