Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2013,15.8,24.8,20.1,14.2,77.84,,6.9,,173.67,8.2,0.0,0.0,2.42,7.4,83.9,1031.9,"Mist, Light Snow, Rain, Freezing Drizzle/Freezing Rain, Light Rain, Light Freezing Drizzle/Freezing Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-01T07:51:52-07:00,2013-01-01T17:10:59-07:00,0.65,Overcast
"Salt Lake City, UT, US",01/02/2013,10.7,22.8,15.8,9.8,77.18,,11.2,,192.83,-2.2,0.0,0.0,2.37,6.6,69.3,1034.8,"Mist, Light Snow, Freezing Drizzle/Freezing Rain, Light Freezing Drizzle/Freezing Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-02T07:51:57-07:00,2013-01-02T17:11:51-07:00,0.69,Partially cloudy
"Salt Lake City, UT, US",01/03/2013,8.1,20.9,12.5,6.7,77.61,,9.3,,213.29,-5.3,0.01,4.17,2.34,8.0,45.3,1036.2,"Mist, Light Snow, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-03T07:51:59-07:00,2013-01-03T17:12:44-07:00,0.72,"Rain, Partially cloudy"
"Salt Lake City, UT, US",01/04/2013,8.1,19.6,11.6,6.3,79.32,,10.2,,170.38,-3.4,0.0,0.0,2.26,6.4,44.4,1035.6,"Mist, Light Snow, Light Freezing Drizzle/Freezing Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-04T07:51:59-07:00,2013-01-04T17:13:39-07:00,0.75,Partially cloudy
"Salt Lake City, UT, US",01/05/2013,6.4,19.6,11.1,5.6,78.45,,8.0,,209.38,-5.3,0.0,0.0,0.92,5.1,24.5,1036.2,"Mist, Light Snow, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-05T07:51:57-07:00,2013-01-05T17:14:36-07:00,0.79,Clear
"Salt Lake City, UT, US",01/06/2013,5.1,19.1,12.5,7.9,81.92,,9.0,,213.83,-4.1,0.0,0.0,0.89,3.5,63.4,1027.8,"Mist, Light Snow, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-06T07:51:53-07:00,2013-01-06T17:15:33-07:00,0.83,Partially cloudy
"Salt Lake City, UT, US",01/07/2013,5.1,22.9,16.4,11.7,81.59,,14.5,,204.5,-5.6,0.0,0.0,0.87,2.9,79.4,1027.0,"Mist, Light Snow, Fog, Light Freezing Drizzle/Freezing Rain, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-07T07:51:46-07:00,2013-01-07T17:16:32-07:00,0.86,Overcast
"Salt Lake City, UT, US",01/08/2013,22.9,30.4,26.7,20.4,76.91,,6.8,,200.79,16.8,0.0,0.0,0.87,4.3,97.3,1028.3,"Mist, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-08T07:51:37-07:00,2013-01-08T17:17:33-07:00,0.89,Overcast
"Salt Lake City, UT, US",01/09/2013,19.7,39.0,26.8,21.1,79.8,,9.1,,208.04,9.8,0.0,0.0,0.82,6.2,53.6,1023.8,"Mist, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-09T07:51:25-07:00,2013-01-09T17:18:34-07:00,0.93,Partially cloudy
"Salt Lake City, UT, US",01/10/2013,24.4,46.7,36.1,24.8,66.98,,29.4,40.3,220.21,12.3,0.23,33.33,3.87,6.4,87.8,1002.6,"Heavy Snow, Mist, Light Snow, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-10T07:51:12-07:00,2013-01-10T17:19:37-07:00,0.96,"Rain, Overcast"
"Salt Lake City, UT, US",01/11/2013,17.6,24.3,22.2,17.2,81.16,,17.0,26.4,268.88,8.3,0.15,45.83,5.23,4.2,98.2,1010.8,"Mist, Light Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2013-01-11T07:50:56-07:00,2013-01-11T17:20:40-07:00,0.0,"Rain, Overcast"
