Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2001,19.1,25.1,23.1,20.7,90.12,,4.7,,150.0,16.9,0.0,0.0,2.05,0.6,98.7,1028.4,"Mist, Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-01T07:51:55-07:00,2001-01-01T17:10:56-07:00,0.23,Overcast
"Salt Lake City, UT, US",01/02/2001,24.2,28.1,25.6,22.8,88.9,,6.9,,166.67,19.3,0.02,4.17,2.05,1.9,100.0,1037.6,"Mist, Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-02T07:51:59-07:00,2001-01-02T17:11:47-07:00,0.25,"Rain, Overcast"
"Salt Lake City, UT, US",01/03/2001,21.8,26.0,24.2,21.1,88.13,,9.2,,178.33,11.6,0.0,0.0,2.05,2.0,90.4,1038.5,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-03T07:52:02-07:00,2001-01-03T17:12:41-07:00,0.3,Overcast
"Salt Lake City, UT, US",01/04/2001,21.8,25.1,22.4,20.4,92.0,,8.1,,157.69,14.3,0.0,0.0,2.05,1.0,100.0,1032.8,"Mist, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-04T07:52:02-07:00,2001-01-04T17:13:35-07:00,0.33,Overcast
"Salt Lake City, UT, US",01/05/2001,20.9,25.1,22.5,20.6,92.27,,9.2,,97.5,13.2,0.0,0.0,1.57,1.0,100.0,1028.2,"Mist, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-05T07:52:00-07:00,2001-01-05T17:14:32-07:00,0.37,Overcast
"Salt Lake City, UT, US",01/06/2001,20.9,25.1,22.9,20.4,89.86,,8.1,,200.67,12.4,0.0,0.0,1.34,1.6,100.0,1023.5,"Mist, Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-06T07:51:56-07:00,2001-01-06T17:15:29-07:00,0.4,Overcast
"Salt Lake City, UT, US",01/07/2001,11.9,25.1,21.5,18.7,89.0,,9.2,,166.0,10.5,0.0,0.0,1.34,1.9,97.5,1025.4,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-07T07:51:49-07:00,2001-01-07T17:16:28-07:00,0.43,Overcast
"Salt Lake City, UT, US",01/08/2001,19.1,23.1,21.1,18.3,88.87,,6.9,,257.14,13.3,0.0,0.0,1.32,1.7,96.5,1018.7,"Mist, Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-08T07:51:40-07:00,2001-01-08T17:17:28-07:00,0.47,Overcast
"Salt Lake City, UT, US",01/09/2001,14.1,34.1,25.3,21.6,85.92,,15.0,,176.25,8.4,0.0,0.0,0.54,2.2,87.5,1013.8,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-09T07:51:29-07:00,2001-01-09T17:18:30-07:00,0.5,Overcast
"Salt Lake City, UT, US",01/10/2001,20.0,33.2,30.2,28.5,93.39,,10.3,,243.5,15.2,0.05,8.33,0.22,1.3,73.6,1014.2,"Mist, Light Snow, Rain, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2001-01-10T07:51:16-07:00,2001-01-10T17:19:32-07:00,0.53,"Rain, Partially cloudy"
