Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2004,35.0,42.1,38.5,25.2,59.04,,33.1,,162.5,21.2,0.0,4.17,1.71,9.9,97.1,1009.5,"Light Snow, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-01T07:51:50-07:00,2004-01-01T17:10:18-07:00,0.31,Overcast
"Salt Lake City, UT, US",01/02/2004,20.8,38.8,29.9,22.9,76.04,,20.8,,202.96,8.5,0.09,33.33,10.57,8.7,63.1,1011.9,"Mist, Light Snow, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-02T07:51:57-07:00,2004-01-02T17:11:09-07:00,0.34,"Rain, Partially cloudy"
"Salt Lake City, UT, US",01/03/2004,19.9,26.6,23.7,18.1,79.03,,12.6,,272.71,10.2,0.0,0.0,10.51,7.9,94.1,1011.8,"Light Snow, Mist, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-03T07:52:01-07:00,2004-01-03T17:12:01-07:00,0.37,Overcast
"Salt Lake City, UT, US",01/04/2004,11.1,25.1,20.1,11.9,71.25,,17.2,,150.38,-1.5,0.0,0.0,9.98,9.3,77.4,1021.5,"Mist, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-04T07:52:03-07:00,2004-01-04T17:12:55-07:00,0.41,Overcast
"Salt Lake City, UT, US",01/05/2004,15.0,25.8,20.7,11.0,65.82,,11.6,,215.59,2.6,0.0,0.0,9.72,9.7,66.3,1028.0,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-05T07:52:02-07:00,2004-01-05T17:13:50-07:00,0.44,Partially cloudy
"Salt Lake City, UT, US",01/06/2004,12.7,24.0,19.0,10.6,69.7,,11.5,,172.0,1.7,0.0,0.0,9.65,9.4,74.8,1025.2,"Light Snow, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-06T07:52:00-07:00,2004-01-06T17:14:47-07:00,0.47,Partially cloudy
"Salt Lake City, UT, US",01/07/2004,21.8,26.0,24.1,20.0,84.25,,11.5,,266.82,11.8,0.03,25.0,9.57,4.6,99.6,1020.5,"Mist, Light Snow, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-07T07:51:55-07:00,2004-01-07T17:15:45-07:00,0.5,"Rain, Overcast"
"Salt Lake City, UT, US",01/08/2004,17.9,29.9,23.4,21.0,90.65,,10.3,,225.94,9.8,0.0,0.0,9.51,1.5,83.7,1027.8,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-08T07:51:48-07:00,2004-01-08T17:16:44-07:00,0.54,Overcast
"Salt Lake City, UT, US",01/09/2004,16.1,25.1,20.5,17.9,89.56,,8.1,,200.77,6.5,0.0,0.0,8.76,1.4,69.9,1031.0,"Mist, Light Snow, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-09T07:51:38-07:00,2004-01-09T17:17:45-07:00,0.58,Partially cloudy
"Salt Lake City, UT, US",01/10/2004,19.0,21.8,20.4,17.8,89.59,,5.8,,207.5,11.1,0.0,0.0,8.38,0.9,88.2,1028.0,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2004-01-10T07:51:26-07:00,2004-01-10T17:18:46-07:00,0.61,Overcast
