Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/1992,24.1,33.9,29.7,25.8,85.28,,8.0,,257.13,18.4,0.0,0.0,1.97,4.9,77.3,1031.2,"Snow Showers, Light Snow, Mist, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-01T07:51:51-07:00,1992-01-01T17:10:16-07:00,0.89,Overcast
"Salt Lake City, UT, US",01/02/1992,22.0,33.9,27.6,21.3,77.17,,8.8,,203.95,14.0,0.0,0.0,1.97,4.7,65.9,1027.8,"Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-02T07:51:57-07:00,1992-01-02T17:11:06-07:00,0.93,Partially cloudy
"Salt Lake City, UT, US",01/03/1992,24.9,29.0,26.8,21.1,78.94,,8.7,,228.1,19.5,0.0,0.0,1.97,3.1,99.2,1018.7,"Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-03T07:52:02-07:00,1992-01-03T17:11:58-07:00,0.96,Overcast
"Salt Lake City, UT, US",01/04/1992,18.3,34.1,28.6,25.3,87.48,,10.0,,208.67,12.8,0.16,37.5,3.2,1.6,92.0,1014.8,"Snow Showers, Light Snow, Fog, Sky Coverage Increasing, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-04T07:52:04-07:00,1992-01-04T17:12:52-07:00,0.0,"Rain, Overcast"
"Salt Lake City, UT, US",01/05/1992,15.6,42.8,31.6,22.9,72.53,,22.3,,156.67,6.8,0.0,0.0,1.97,14.6,77.1,1012.5,"Fog, Sky Coverage Increasing, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-05T07:52:04-07:00,1992-01-05T17:13:47-07:00,0.03,Overcast
"Salt Lake City, UT, US",01/06/1992,34.0,42.9,38.5,29.6,71.8,,19.5,,171.67,24.8,0.15,20.83,9.84,16.1,79.8,1001.6,"Snow And Rain Showers, Snow Showers, Light Snow, Precipitation In Vicinity, Rain Showers, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-06T07:52:01-07:00,1992-01-06T17:14:43-07:00,0.06,"Rain, Overcast"
"Salt Lake City, UT, US",01/07/1992,29.0,34.9,31.8,30.0,93.1,,13.5,,240.63,20.6,0.38,62.5,6.08,4.8,100.0,1011.6,"Snow Showers, Heavy Snow, Light Snow, Fog, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-07T07:51:56-07:00,1992-01-07T17:15:41-07:00,0.09,"Rain, Overcast"
"Salt Lake City, UT, US",01/08/1992,17.1,33.9,27.0,23.6,87.39,,6.7,,203.95,13.2,0.0,0.0,6.08,6.6,90.5,1026.3,"Snow Showers, Light Snow, Mist, Fog, Sky Coverage Increasing, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-08T07:51:49-07:00,1992-01-08T17:16:40-07:00,0.13,Overcast
"Salt Lake City, UT, US",01/09/1992,15.3,30.6,21.0,17.1,85.1,,9.2,,181.96,6.7,0.0,0.0,4.14,5.9,43.1,1033.9,"Mist, Fog, Smoke Or Haze",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-09T07:51:40-07:00,1992-01-09T17:17:41-07:00,0.16,Partially cloudy
"Salt Lake City, UT, US",01/10/1992,11.3,25.1,18.2,15.5,89.21,,8.9,,150.35,1.6,0.0,0.0,4.14,0.7,69.1,1030.2,"Mist, Fog, Smoke Or Haze, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,1992-01-10T07:51:29-07:00,1992-01-10T17:18:42-07:00,0.2,Partially cloudy
