Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Sunrise,Sunset,Moon Phase,Conditions
"Salt Lake City, UT, US",01/01/2012,21.5,42.8,29.9,13.8,53.58,,7.9,,160.67,15.4,0.0,0.0,0.0,9.9,19.7,1037.0,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-01T07:51:49-07:00,2012-01-01T17:10:21-07:00,0.26,Clear
"Salt Lake City, UT, US",01/02/2012,21.7,43.0,30.1,19.5,66.33,,8.0,31.1,115.21,18.7,0.0,0.0,0.0,9.9,37.9,1034.5,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-02T07:51:55-07:00,2012-01-02T17:11:12-07:00,0.29,Partially cloudy
"Salt Lake City, UT, US",01/03/2012,25.1,46.2,33.2,22.2,65.61,,10.3,,191.5,19.0,0.0,0.0,0.0,9.9,54.1,1030.8,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-03T07:51:59-07:00,2012-01-03T17:12:04-07:00,0.32,Partially cloudy
"Salt Lake City, UT, US",01/04/2012,24.7,48.0,32.7,21.8,66.29,,8.4,26.4,153.25,16.2,0.0,0.0,0.0,9.9,34.8,1034.7,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-04T07:52:01-07:00,2012-01-04T17:12:58-07:00,0.35,Partially cloudy
"Salt Lake City, UT, US",01/05/2012,23.3,48.5,32.6,22.1,67.52,,9.1,,207.88,15.8,0.0,0.0,0.0,9.8,39.7,1026.2,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-05T07:52:00-07:00,2012-01-05T17:13:53-07:00,0.39,Partially cloudy
"Salt Lake City, UT, US",01/06/2012,23.2,44.6,33.1,23.8,69.83,,6.8,,179.04,18.0,0.0,0.0,0.0,8.6,57.7,1021.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-06T07:51:57-07:00,2012-01-06T17:14:50-07:00,0.42,Partially cloudy
"Salt Lake City, UT, US",01/07/2012,21.5,33.9,30.5,25.6,82.27,,16.1,,257.83,16.8,0.24,45.83,0.4,5.9,79.3,1021.5,"Light Snow, Mist, Rain, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-07T07:51:52-07:00,2012-01-07T17:15:48-07:00,0.45,"Rain, Overcast"
"Salt Lake City, UT, US",01/08/2012,15.4,31.9,23.7,17.6,77.76,,8.9,,152.25,5.5,0.0,0.0,0.3,9.5,60.5,1032.3,Mist,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-08T07:51:45-07:00,2012-01-08T17:16:47-07:00,0.48,Partially cloudy
"Salt Lake City, UT, US",01/09/2012,21.0,35.1,26.7,19.8,75.46,,8.1,,134.17,12.3,0.0,0.0,0.25,9.9,50.9,1032.9,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-09T07:51:35-07:00,2012-01-09T17:17:48-07:00,0.5,Partially cloudy
"Salt Lake City, UT, US",01/10/2012,19.3,35.6,27.6,22.2,80.59,,10.0,23.0,113.29,9.8,0.0,0.0,0.25,9.7,60.5,1025.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-10T07:51:23-07:00,2012-01-10T17:18:50-07:00,0.55,Partially cloudy
"Salt Lake City, UT, US",01/11/2012,21.4,33.8,26.6,16.3,66.81,,11.3,,263.63,14.0,0.0,0.0,0.18,9.9,64.5,1028.6,Mist,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-11T07:51:09-07:00,2012-01-11T17:19:53-07:00,0.59,Partially cloudy
"Salt Lake City, UT, US",01/12/2012,15.8,31.9,22.7,10.9,61.01,,8.0,,141.21,8.0,0.0,0.0,0.15,9.9,27.4,1031.1,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-12T07:50:53-07:00,2012-01-12T17:20:57-07:00,0.62,Partially cloudy
"Salt Lake City, UT, US",01/13/2012,17.7,37.1,25.2,12.6,59.6,,9.2,,124.46,8.3,0.0,0.0,0.15,9.9,44.0,1031.5,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-13T07:50:34-07:00,2012-01-13T17:22:02-07:00,0.66,Partially cloudy
"Salt Lake City, UT, US",01/14/2012,17.5,42.3,26.8,16.0,65.45,,9.3,,140.79,10.5,0.0,0.0,0.15,9.5,31.2,1024.4,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-14T07:50:13-07:00,2012-01-14T17:23:08-07:00,0.7,Partially cloudy
"Salt Lake City, UT, US",01/15/2012,23.4,53.0,45.0,4.1,23.06,,31.5,43.6,182.38,14.5,0.0,0.0,0.15,9.9,85.2,1008.3,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-15T07:49:50-07:00,2012-01-15T17:24:14-07:00,0.73,Overcast
"Salt Lake City, UT, US",01/16/2012,17.8,45.8,25.6,11.8,58.68,,22.7,39.8,278.25,5.6,0.04,16.67,0.09,8.1,81.2,1014.9,"Mist, Light Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-16T07:49:25-07:00,2012-01-16T17:25:22-07:00,0.75,"Rain, Overcast"
"Salt Lake City, UT, US",01/17/2012,13.9,33.7,22.6,6.8,51.96,,19.4,26.4,166.83,2.0,0.0,0.0,0.15,9.9,44.1,1026.0,,40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-17T07:48:58-07:00,2012-01-17T17:26:31-07:00,0.8,Partially cloudy
"Salt Lake City, UT, US",01/18/2012,26.7,44.5,37.4,18.9,51.2,,17.2,30.0,161.25,20.9,0.21,33.33,0.08,9.5,99.5,1019.3,"Light Snow, Mist, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-18T07:48:28-07:00,2012-01-18T17:27:40-07:00,0.84,"Rain, Overcast"
"Salt Lake City, UT, US",01/19/2012,38.9,51.6,43.6,31.6,64.3,,12.9,,143.08,31.8,0.04,33.33,0.02,9.9,99.0,1012.1,"Mist, Light Drizzle, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-19T07:47:57-07:00,2012-01-19T17:28:50-07:00,0.87,"Rain, Overcast"
"Salt Lake City, UT, US",01/20/2012,37.7,51.7,45.2,31.1,59.67,,13.8,25.3,131.08,31.3,0.0,8.33,0.0,9.9,92.3,1012.2,"Mist, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-20T07:47:23-07:00,2012-01-20T17:30:00-07:00,0.91,Overcast
"Salt Lake City, UT, US",01/21/2012,33.4,53.0,42.3,31.6,68.82,,33.3,47.1,200.5,25.3,0.88,66.67,0.09,8.1,99.3,1000.5,"Mist, Light Snow, Rain, Light Rain, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-21T07:46:47-07:00,2012-01-21T17:31:11-07:00,0.95,"Rain, Overcast"
"Salt Lake City, UT, US",01/22/2012,28.1,38.8,33.5,21.4,61.75,,21.6,31.1,175.04,21.3,0.0,4.17,1.14,9.9,74.7,1017.4,"Light Snow, Rain, Light Rain",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-22T07:46:10-07:00,2012-01-22T17:32:23-07:00,0.98,Partially cloudy
"Salt Lake City, UT, US",01/23/2012,31.9,42.2,35.4,25.0,66.99,,18.1,24.2,177.5,25.6,0.21,33.33,1.1,7.0,91.9,1011.8,"Mist, Light Snow, Fog, Light Rain, Snow",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-23T07:45:30-07:00,2012-01-23T17:33:35-07:00,0.0,"Rain, Overcast"
"Salt Lake City, UT, US",01/24/2012,28.5,42.1,33.2,25.6,74.51,,11.1,,203.21,22.4,0.02,4.17,1.31,9.5,77.3,1024.5,"Mist, Light Snow, Fog",40.7603,-111.888,"Salt Lake City, UT, United States","Salt Lake City, UT, United States",,2012-01-24T07:44:48-07:00,2012-01-24T17:34:47-07:00,0.05,"Rain, Overcast"
